source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split,true_label,pred_label,pred_index,confidence,max_logit,energy,prob_cardboard,prob_glass,prob_metal,prob_paper,prob_plastic,mahalanobis_min_distance,mahalanobis_knownness,mahalanobis_nearest_class
garbage_v2,ml/data/raw/garbage_v2/metal/metal_387.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9999979734420776,14.434288024902344,-14.434289932250977,2.3900334836235437e-11,1.6443688366507558e-07,0.9999979734420776,4.733465286399507e-10,1.9583956145652337e-06,1889.5113525390625,-1889.5113525390625,metal
trashbox,ml/data/raw/trashbox/plastic/plastic 1001.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999998807907104,14.427168846130371,-14.427168846130371,8.099336201716767e-10,1.1115367470893034e-07,5.792465396226021e-10,6.735676905123e-09,0.9999998807907104,1634.2646484375,-1634.2646484375,plastic
realwaste,ml/data/raw/realwaste/Metal/Metal_599.jpg,metal,metal,known,true,Known 5-class label if present,known_test,metal,metal,2,0.9999624490737915,11.802742958068848,-11.802780151367188,1.888794898263768e-08,8.991793265522574e-08,0.9999624490737915,1.2306544761031546e-07,3.7258399970596656e-05,964.2483520507812,-964.2483520507812,metal
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1234.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9994001388549805,7.903167247772217,-7.903767108917236,0.0004337764985393733,1.6811088698887033e-06,2.189145379816182e-05,0.9994001388549805,0.0001424578222213313,1079.9117431640625,-1079.9117431640625,paper
garbage_v2,ml/data/raw/garbage_v2/metal/metal_909.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9999921321868896,12.741758346557617,-12.741765975952148,5.250604839801554e-09,7.780607120366767e-06,0.9999921321868896,1.157930729078771e-08,1.2031948415369698e-07,1989.2149658203125,-1989.2149658203125,metal
garbage_v2,ml/data/raw/garbage_v2/glass/glass_165.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,1.0,15.366922378540039,-15.366922378540039,1.6374254174778002e-09,1.0,5.538007386007848e-09,1.7553068720754794e-10,3.443451301876621e-09,1461.82666015625,-1461.82666015625,glass
garbage_v2,ml/data/raw/garbage_v2/paper/paper_231.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9963229894638062,7.560612678527832,-7.564296722412109,1.10894106910564e-05,5.234401669440558e-06,0.0036393494810909033,0.9963229894638062,2.13324892683886e-05,1047.3988037109375,-1047.3988037109375,paper
trashbox,ml/data/raw/trashbox/plastic/plastic 150.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999964237213135,11.45155143737793,-11.451555252075195,2.2749684376321966e-06,3.686677629843871e-08,1.6645779510326975e-07,1.1364720648998627e-06,0.9999964237213135,1098.9332275390625,-1098.9332275390625,plastic
trashbox,ml/data/raw/trashbox/metal/metal 741.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9991668462753296,7.510934352874756,-7.511767864227295,7.417808956233785e-05,3.660058064269833e-05,0.9991668462753296,0.0006028517382219434,0.00011956418893532827,664.2662353515625,-664.2662353515625,metal
trashbox,ml/data/raw/trashbox/metal/metal 1346.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9659735560417175,5.165613651275635,-5.20023250579834,0.00034421728923916817,0.004039921797811985,0.9659735560417175,0.029296226799488068,0.0003461836604401469,806.0176391601562,-806.0176391601562,metal
trashnet,ml/data/raw/trashnet/paper/paper460.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9997339844703674,8.607824325561523,-8.6080904006958,2.734026111284038e-06,1.3073134141450282e-05,0.0002211855462519452,0.9997339844703674,2.8955899324500933e-05,988.11669921875,-988.11669921875,paper
trashnet,ml/data/raw/trashnet/metal/metal137.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9999821186065674,12.203422546386719,-12.20344066619873,6.129131646659403e-10,8.168976819433738e-06,0.9999821186065674,6.119813100724514e-09,9.709527148515917e-06,2478.930419921875,-2478.930419921875,metal
trashbox,ml/data/raw/trashbox/paper/paper 1777.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9999890327453613,12.487815856933594,-12.487826347351074,6.919981809794251e-10,1.2699162610374515e-08,1.0522189768380485e-05,0.9999890327453613,4.4423777012525534e-07,2888.121826171875,-2888.121826171875,paper
realwaste,ml/data/raw/realwaste/Plastic/Plastic_223.jpg,plastic,plastic,known,true,Known 5-class label if present,known_test,plastic,plastic,4,0.9975085258483887,7.83626127243042,-7.8387556076049805,0.0001137626968557015,8.745168997847941e-07,1.0295324500475544e-05,0.0023664922919124365,0.9975085258483887,849.6292724609375,-849.6292724609375,plastic
garbage_v2,ml/data/raw/garbage_v2/glass/glass_790.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,0.7749602794647217,4.268405437469482,-4.523348808288574,0.00010266211029374972,0.7749602794647217,0.219588503241539,0.002952957758679986,0.002395623829215765,1030.591064453125,-1030.591064453125,glass
trashbox,ml/data/raw/trashbox/metal/metal 892.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.8916401267051697,2.8972222805023193,-3.0119149684906006,0.04479949548840523,0.02196325547993183,0.8916401267051697,0.009611183777451515,0.03198593854904175,316.0205078125,-316.0205078125,metal
trashbox,ml/data/raw/trashbox/glass/glass 1776.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,0.9542689323425293,5.853684425354004,-5.90049409866333,7.765486225252971e-05,0.9542689323425293,1.6799040167825297e-05,0.0008599041029810905,0.044776663184165955,968.6068115234375,-968.6068115234375,glass
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1324.jpg,cardboard,cardboard,known,true,Known 5-class label,known_test,cardboard,cardboard,0,1.0,17.632061004638672,-17.632061004638672,1.0,3.282476720989358e-12,2.0757489477274405e-11,1.034083152440246e-09,1.9119704083858657e-11,1661.401611328125,-1661.401611328125,cardboard
realwaste,ml/data/raw/realwaste/Plastic/Plastic_419.jpg,plastic,plastic,known,true,Known 5-class label if present,known_test,plastic,plastic,4,0.999993085861206,11.061284065246582,-11.061290740966797,2.32798740285034e-07,1.0331681465913789e-07,9.732518719829386e-07,5.66288781556068e-06,0.999993085861206,1015.7028198242188,-1015.7028198242188,plastic
garbage_v2,ml/data/raw/garbage_v2/glass/glass_841.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,0.9998822212219238,11.065495491027832,-11.06561279296875,8.002645213167625e-10,0.9998822212219238,7.026593812042847e-05,1.0208916734200102e-07,4.735064794658683e-05,959.2520141601562,-959.2520141601562,glass
trashbox,ml/data/raw/trashbox/glass/glass 1659.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,plastic,4,0.4996967911720276,4.441395282745361,-5.135149002075195,0.006040610838681459,0.49417901039123535,6.365511944750324e-05,1.996084574784618e-05,0.4996967911720276,691.6708984375,-691.6708984375,glass
realwaste,ml/data/raw/realwaste/Plastic/Plastic_707.jpg,plastic,plastic,known,true,Known 5-class label if present,known_test,plastic,plastic,4,0.9995902180671692,10.259159088134766,-10.25956916809082,6.379403316714161e-07,0.0004079231875948608,1.1928266303584678e-06,2.381187869104906e-08,0.9995902180671692,1630.0318603515625,-1630.0318603515625,plastic
trashbox,ml/data/raw/trashbox/glass/glass 1702.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,plastic,4,0.8367555141448975,5.201554775238037,-5.379777908325195,0.00019191644969396293,0.16259625554084778,0.0003419521090108901,0.0001143974150181748,0.8367555141448975,596.904052734375,-596.904052734375,plastic
trashbox,ml/data/raw/trashbox/plastic/plastic 69.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999860525131226,10.977254867553711,-10.977269172668457,2.7152134407515405e-07,5.398466669248592e-07,8.402471252111354e-08,1.3023140127188526e-05,0.9999860525131226,1050.2452392578125,-1050.2452392578125,plastic
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1545.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,0.9994813799858093,13.057075500488281,-13.057594299316406,1.2682702110744515e-11,0.9994813799858093,1.2828812456788796e-09,6.09784578387007e-08,0.0005185623886063695,1528.531494140625,-1528.531494140625,glass
trashnet,ml/data/raw/trashnet/paper/paper444.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.999981164932251,10.323179244995117,-10.323198318481445,1.6609228623565286e-05,5.422650133368734e-07,4.3680060457518266e-07,0.999981164932251,1.2471101626942982e-06,875.8011474609375,-875.8011474609375,paper
trashbox,ml/data/raw/trashbox/plastic/plastic 678.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999998807907104,14.315455436706543,-14.315455436706543,2.8554996145402356e-09,5.682731796241569e-08,3.5348406868251914e-08,4.0157838165910675e-10,0.9999998807907104,1779.096435546875,-1779.096435546875,plastic
realwaste,ml/data/raw/realwaste/Plastic/Plastic_817.jpg,plastic,plastic,known,true,Known 5-class label if present,known_test,plastic,plastic,4,0.9999778270721436,10.533510208129883,-10.53353214263916,1.4255430187404272e-06,6.552393188030692e-07,1.9962530132033862e-05,1.6934353652686696e-07,0.9999778270721436,798.0452880859375,-798.0452880859375,plastic
trashbox,ml/data/raw/trashbox/paper/paper 1884.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9999911785125732,11.15041446685791,-11.150423049926758,1.3543439081331599e-07,9.143555956825367e-08,6.3345532907987945e-06,0.9999911785125732,2.248345481348224e-06,729.7926025390625,-729.7926025390625,paper
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_431.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,metal,2,0.8189602494239807,2.8578648567199707,-3.057584524154663,0.04194216802716255,0.001930125872604549,0.8189602494239807,0.07789111882448196,0.059276334941387177,740.0842895507812,-740.0842895507812,plastic
garbage_v2,ml/data/raw/garbage_v2/paper/paper_373.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9999358654022217,10.225115776062012,-10.225179672241211,6.878000391452588e-08,1.123531703228764e-07,5.2696555030706804e-06,0.9999358654022217,5.8640187489800155e-05,651.3228149414062,-651.3228149414062,paper
garbage_v2,ml/data/raw/garbage_v2/metal/metal_52.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9999903440475464,13.046679496765137,-13.0466890335083,5.896951260631056e-10,5.242055181042815e-07,0.9999903440475464,3.5934437647711093e-09,9.199851774610579e-06,1294.7518310546875,-1294.7518310546875,metal
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1497.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999985694885254,12.97515869140625,-12.975159645080566,2.7990587625481567e-09,1.191666054722873e-08,2.256124354005351e-08,1.4202910278982017e-06,0.9999985694885254,2043.3560791015625,-2043.3560791015625,plastic
realwaste,ml/data/raw/realwaste/Metal/Metal_387.jpg,metal,metal,known,true,Known 5-class label if present,known_test,metal,metal,2,0.9999979734420776,15.237860679626465,-15.237862586975098,3.6146378858820105e-12,1.2732279230931454e-07,0.9999979734420776,2.5894330082931738e-11,1.921363036672119e-06,1296.6343994140625,-1296.6343994140625,metal
trashbox,ml/data/raw/trashbox/paper/paper 2663.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,1.0,15.003950119018555,-15.003950119018555,4.3419952078238566e-08,1.1196811255942407e-09,1.7603964119761173e-10,1.0,4.932402930535318e-09,1197.4197998046875,-1197.4197998046875,paper
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1357.jpg,cardboard,cardboard,known,true,Known 5-class label,known_test,cardboard,cardboard,0,0.9999994039535522,14.44054126739502,-14.440542221069336,0.9999994039535522,4.845033662465026e-12,3.0585864951859776e-09,5.886406029276259e-07,2.98117264208031e-08,1469.7862548828125,-1469.7862548828125,cardboard
realwaste,ml/data/raw/realwaste/Plastic/Plastic_263.jpg,plastic,plastic,known,true,Known 5-class label if present,known_test,plastic,plastic,4,0.7554923892021179,4.384829998016357,-4.665215492248535,0.00047291594091802835,0.24269750714302063,0.00030839446117170155,0.0010288730263710022,0.7554923892021179,896.0379028320312,-896.0379028320312,plastic
trashbox,ml/data/raw/trashbox/metal/metal 2284.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.6624709367752075,3.9991872310638428,-4.410965919494629,0.32922056317329407,0.0005105755408294499,0.6624709367752075,0.007483269553631544,0.0003146223316434771,1124.9461669921875,-1124.9461669921875,cardboard
garbage_v2,ml/data/raw/garbage_v2/paper/paper_846.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9999997615814209,13.314946174621582,-13.314946174621582,5.116383050562945e-08,1.6262947610812262e-07,6.065303814750678e-09,0.9999997615814209,3.463192399522086e-08,1219.4119873046875,-1219.4119873046875,paper
garbage_v2,ml/data/raw/garbage_v2/paper/paper_636.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.999656081199646,10.032797813415527,-10.03314208984375,5.138100789281452e-08,9.874170245893765e-07,1.9919957594538573e-07,0.999656081199646,0.0003427460906095803,1837.12255859375,-1837.12255859375,paper
trashbox,ml/data/raw/trashbox/plastic/plastic 391.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999977350234985,12.381552696228027,-12.38155460357666,3.018888889982918e-07,1.6705310201814427e-07,1.7595232293388108e-06,9.294916503144179e-10,0.9999977350234985,1741.3739013671875,-1741.3739013671875,plastic
trashbox,ml/data/raw/trashbox/paper/paper 489.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9863107204437256,7.631186485290527,-7.644970417022705,4.6036440437546844e-08,3.7962738588248612e-06,0.0033723264932632446,0.9863107204437256,0.010313228704035282,1979.6658935546875,-1979.6658935546875,paper
realwaste,ml/data/raw/realwaste/Metal/Metal_167.jpg,metal,metal,known,true,Known 5-class label if present,known_test,metal,metal,2,0.9997652173042297,11.366714477539062,-11.366949081420898,1.9402115469802084e-09,9.701617642576821e-08,0.9997652173042297,3.9534666029794607e-07,0.00023426098050549626,1943.5322265625,-1943.5322265625,metal
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1156.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9998387098312378,9.59762191772461,-9.597783088684082,2.7955641144217225e-06,0.000149947329191491,8.452151632809546e-06,7.814367819491963e-08,0.9998387098312378,1043.4547119140625,-1043.4547119140625,plastic
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1253.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9996602535247803,12.363330841064453,-12.363670349121094,1.2780786151633805e-10,0.0003387096803635359,1.0780581760627683e-06,5.987632611947902e-10,0.9996602535247803,1478.2039794921875,-1478.2039794921875,plastic
trashbox,ml/data/raw/trashbox/metal/metal 1764.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,1.0,17.916343688964844,-17.916343688964844,3.935302084201453e-11,3.159336681157754e-11,1.0,3.5614029086916688e-12,9.120727284539498e-09,1537.4456787109375,-1537.4456787109375,metal
trashbox,ml/data/raw/trashbox/plastic/plastic 543.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.8024323582649231,3.026326894760132,-3.246434450149536,0.01724734716117382,0.037489213049411774,0.00022784341126680374,0.14260318875312805,0.8024323582649231,625.0736694335938,-625.0736694335938,plastic
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2354.jpg,cardboard,cardboard,known,true,Known 5-class label,known_test,cardboard,paper,3,0.9800247550010681,4.584439277648926,-4.604616641998291,0.01199174951761961,0.005831791087985039,0.0017677266150712967,0.9800247550010681,0.00038402792415581644,936.75439453125,-936.75439453125,paper
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1510.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9992080330848694,9.793696403503418,-9.794488906860352,1.2559914885912349e-08,0.000781664508394897,9.376180969411507e-06,9.415612112206873e-07,0.9992080330848694,1225.6319580078125,-1225.6319580078125,plastic
trashbox,ml/data/raw/trashbox/glass/glass 1468.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,0.9997013211250305,8.403382301330566,-8.403680801391602,2.8486210794653744e-05,0.9997013211250305,0.00024953982210718095,1.6401688753830967e-06,1.8931206795969047e-05,887.0855712890625,-887.0855712890625,glass
trashnet,ml/data/raw/trashnet/plastic/plastic1.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9887746572494507,5.3283843994140625,-5.339673042297363,0.0005983484443277121,0.00832425244152546,0.0022543692030012608,4.837190863327123e-05,0.9887746572494507,607.2874755859375,-607.2874755859375,plastic
trashbox,ml/data/raw/trashbox/plastic/plastic 1759.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9998693466186523,9.075876235961914,-9.076006889343262,3.7475930980690464e-07,8.672593594383216e-07,0.00011965908925049007,9.771073564479593e-06,0.9998693466186523,1263.89501953125,-1263.89501953125,plastic
realwaste,ml/data/raw/realwaste/Metal/Metal_349.jpg,metal,metal,known,true,Known 5-class label if present,known_test,metal,metal,2,1.0,18.693500518798828,-18.693500518798828,3.8199803563399026e-13,2.3238640178835368e-11,1.0,3.81640864743904e-11,4.011392551461768e-09,1046.07666015625,-1046.07666015625,metal
trashnet,ml/data/raw/trashnet/plastic/plastic398.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9988542795181274,8.812296867370605,-8.813443183898926,2.4147226440618397e-07,0.0006185794482007623,0.0005266172811388969,3.266128771883814e-07,0.9988542795181274,808.4766235351562,-808.4766235351562,plastic
trashnet,ml/data/raw/trashnet/paper/paper293.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9983178377151489,6.996682167053223,-6.998365879058838,7.314593403862091e-06,4.423261998454109e-05,0.0007641982519999146,0.9983178377151489,0.0008665354107506573,1099.8277587890625,-1099.8277587890625,paper
realwaste,ml/data/raw/realwaste/Glass/Glass_195.jpg,glass,glass,known,true,Known 5-class label if present,known_test,glass,glass,1,0.9999979734420776,11.831136703491211,-11.831138610839844,5.130612024117909e-08,0.9999979734420776,5.971342176280814e-08,1.6181527939806983e-07,1.8143506395063014e-06,1559.1783447265625,-1559.1783447265625,glass
trashnet,ml/data/raw/trashnet/metal/metal84.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9998563528060913,9.502087593078613,-9.50223159790039,8.090181040643074e-07,2.4602819394203834e-05,0.9998563528060913,9.79665742306679e-07,0.00011723207717295736,1065.573974609375,-1065.573974609375,metal
trashbox,ml/data/raw/trashbox/plastic/plastic 1281.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999336004257202,11.270264625549316,-11.270330429077148,8.025454079074734e-09,3.4117714676540345e-05,3.2219184504356235e-05,2.511511221214846e-09,0.9999336004257202,1122.5902099609375,-1122.5902099609375,plastic
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_145.jpg,cardboard,cardboard,known,true,Known 5-class label,known_test,cardboard,cardboard,0,0.9999890327453613,11.086942672729492,-11.086953163146973,0.9999890327453613,8.16247958113081e-09,7.75522835283482e-07,1.465771561015572e-06,8.654129487695172e-06,725.1512451171875,-725.1512451171875,cardboard
trashbox,ml/data/raw/trashbox/plastic/plastic 1338.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,glass,1,0.9140014052391052,4.982131481170654,-5.072054862976074,2.4043905796133913e-05,0.9140014052391052,0.006692447699606419,0.0004121463862247765,0.07886981964111328,637.5025024414062,-637.5025024414062,glass
trashnet,ml/data/raw/trashnet/metal/metal246.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9999992847442627,14.166375160217285,-14.166376113891602,9.549216883897316e-08,6.615543952648295e-07,0.9999992847442627,1.745217165227686e-10,1.2169556473651255e-09,2024.0716552734375,-2024.0716552734375,metal
trashbox,ml/data/raw/trashbox/plastic/plastic 2603.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999967813491821,13.204450607299805,-13.204453468322754,8.539986495748053e-10,2.0855157600863095e-08,2.2816297740035907e-09,3.205019311280921e-06,0.9999967813491821,1648.9376220703125,-1648.9376220703125,plastic
realwaste,ml/data/raw/realwaste/Glass/Glass_34.jpg,glass,glass,known,true,Known 5-class label if present,known_test,glass,glass,1,0.9791074395179749,7.1069865226745605,-7.128100395202637,9.648123295846744e-07,0.9791074395179749,0.0002777365443762392,3.220898724975996e-05,0.020581630989909172,1893.1834716796875,-1893.1834716796875,glass
realwaste,ml/data/raw/realwaste/Plastic/Plastic_835.jpg,plastic,plastic,known,true,Known 5-class label if present,known_test,plastic,plastic,4,0.9999728202819824,10.18714427947998,-10.18717098236084,2.5497063234070083e-06,7.830281560927688e-07,2.3657999918214045e-05,2.0378935516873753e-07,0.9999728202819824,1423.6121826171875,-1423.6121826171875,plastic
trashbox,ml/data/raw/trashbox/paper/paper 1459.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9997146725654602,9.439258575439453,-9.439543724060059,2.0672016489697853e-06,7.901441279045684e-09,0.0002298364561283961,0.9997146725654602,5.340833740774542e-05,2158.7021484375,-2158.7021484375,paper
realwaste,ml/data/raw/realwaste/Metal/Metal_505.jpg,metal,metal,known,true,Known 5-class label if present,known_test,metal,metal,2,1.0,18.72454833984375,-18.72454833984375,1.173785569609509e-12,5.892215881875273e-11,1.0,4.338865204622788e-12,3.520850055949154e-09,1522.36572265625,-1522.36572265625,metal
trashbox,ml/data/raw/trashbox/plastic/plastic 51.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.999993085861206,10.69429874420166,-10.694305419921875,4.479251401789952e-06,4.787583520737826e-07,1.7492072856839513e-06,2.341111979831112e-07,0.999993085861206,873.5853881835938,-873.5853881835938,plastic
realwaste,ml/data/raw/realwaste/Metal/Metal_186.jpg,metal,metal,known,true,Known 5-class label if present,known_test,metal,metal,2,0.9967437982559204,6.873464107513428,-6.876725673675537,9.729255543788895e-05,0.00010571032180450857,0.9967437982559204,0.002941870829090476,0.00011128093319712207,897.05078125,-897.05078125,metal
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_197.jpg,cardboard,cardboard,known,true,Known 5-class label,known_test,cardboard,cardboard,0,0.9999815225601196,11.582807540893555,-11.582825660705566,0.9999815225601196,1.6692371218596236e-06,3.9039464994061746e-09,1.679707202129066e-05,1.5113860385440603e-08,1542.7384033203125,-1542.7384033203125,cardboard
trashbox,ml/data/raw/trashbox/metal/metal 1118.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9993728995323181,12.751327514648438,-12.751955032348633,1.6572920813473502e-10,3.153869698735434e-08,0.9993728995323181,4.0728540540158065e-09,0.0006271034944802523,1858.3057861328125,-1858.3057861328125,metal
trashbox,ml/data/raw/trashbox/paper/paper 1158.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,1.0,18.12559700012207,-18.12559700012207,2.657100234282339e-12,4.714222176689653e-13,7.1901985233824295e-12,1.0,1.0261361538255187e-08,1395.076416015625,-1395.076416015625,paper
trashbox,ml/data/raw/trashbox/metal/metal 278.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.6272096037864685,5.830166339874268,-6.296640872955322,8.484251156914979e-05,0.0004394118732307106,0.6272096037864685,0.37226542830467224,6.593842840629804e-07,2459.248046875,-2459.248046875,paper
trashbox,ml/data/raw/trashbox/glass/glass 1455.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,1.0,17.008989334106445,-17.008989334106445,1.7013056545153726e-13,1.0,2.2890352724402874e-08,7.628392709180254e-12,5.602051444952849e-08,1972.6778564453125,-1972.6778564453125,glass
trashbox,ml/data/raw/trashbox/glass/glass 882.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,0.9999977350234985,13.248037338256836,-13.248039245605469,8.139444673815888e-10,0.9999977350234985,1.2087398637561364e-08,2.49172362742911e-08,2.262250063722604e-06,2269.5224609375,-2269.5224609375,glass
garbage_v2,ml/data/raw/garbage_v2/metal/metal_831.jpg,metal,metal,known,true,Known 5-class label,known_test,metal,metal,2,0.9989375472068787,8.04541015625,-8.046473503112793,0.0010153736220672727,8.700634680280928e-06,0.9989375472068787,1.8618829926708713e-05,1.9717028408194892e-05,1189.65478515625,-1189.65478515625,metal
trashbox,ml/data/raw/trashbox/plastic/plastic 965.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999644756317139,9.625457763671875,-9.625493049621582,1.9182329197064973e-05,5.505844455910847e-06,2.973045098997318e-08,1.0753848982858472e-05,0.9999644756317139,2503.1123046875,-2503.1123046875,plastic
garbage_v2,ml/data/raw/garbage_v2/paper/paper_378.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9999983310699463,12.397900581359863,-12.397902488708496,1.2076960542728443e-09,3.392519332123811e-08,7.47268131817691e-07,0.9999983310699463,8.155265618370322e-07,842.2125854492188,-842.2125854492188,paper
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1158.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999978542327881,12.207622528076172,-12.207624435424805,8.165152109995688e-09,8.751851510169217e-08,1.5775003703311086e-06,4.90545687625854e-07,0.9999978542327881,1822.096435546875,-1822.096435546875,plastic
trashbox,ml/data/raw/trashbox/paper/paper 1141.jpg,paper,paper,known,true,Known 5-class label,known_test,paper,paper,3,0.9670922160148621,6.820359706878662,-6.853821277618408,0.032761555165052414,3.6638318761106348e-06,9.527481597615406e-05,0.9670922160148621,4.729809734271839e-05,950.1721801757812,-950.1721801757812,paper
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1103.jpg,plastic,plastic,known,true,Known 5-class label,known_test,plastic,plastic,4,0.9999442100524902,9.481888771057129,-9.48194408416748,7.0599403443338815e-06,4.208803875371814e-05,6.4501268752792384e-06,1.3467071369177575e-07,0.9999442100524902,1616.9169921875,-1616.9169921875,plastic
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1006.jpg,cardboard,cardboard,known,true,Known 5-class label,known_test,cardboard,cardboard,0,0.9999687671661377,11.06065845489502,-11.060689926147461,0.9999687671661377,9.638294784508616e-08,5.692215836461401e-06,2.5347701011924073e-05,1.4232349743181771e-09,1017.5191650390625,-1017.5191650390625,cardboard
trashnet,ml/data/raw/trashnet/glass/glass1.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,1.0,15.392431259155273,-15.392431259155273,7.542125951554013e-11,1.0,2.036282964468228e-08,1.6702200733575978e-10,2.3773390367409775e-08,1109.20947265625,-1109.20947265625,glass
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1575.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,0.9999808073043823,14.15268325805664,-14.152702331542969,3.545118712477979e-11,0.9999808073043823,2.1809819727991453e-08,3.366133205506827e-10,1.917748522828333e-05,1067.4691162109375,-1067.4691162109375,glass
trashbox,ml/data/raw/trashbox/glass/glass 1990.jpg,glass,glass,known,true,Known 5-class label,known_test,glass,glass,1,1.0,18.67432975769043,-18.67432975769043,6.939066292052654e-13,1.0,4.3405147531760946e-11,6.482711589761436e-11,4.179617763000465e-11,3576.967529296875,-3576.967529296875,glass
