source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split
trashnet,ml/data/raw/trashnet/plastic/plastic29.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1956.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic56.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2114.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 256.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_475.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1645.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1138.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1574.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_381.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 241.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_210.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 55.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 997.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2545.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 907.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2005.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1038.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1721.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_570.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1404.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_746.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1254.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 34.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_479.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic482.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1483.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1515.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1012.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1791.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard36.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1537.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1236.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1799.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2151.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1667.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_45.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2444.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1142.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 489.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Glass/Glass_103.jpg,glass,glass,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/paper/paper 31.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_467.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1673.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1452.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_873.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 467.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2101.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_365.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1231.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1774.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 995.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1407.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1106.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1202.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal161.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_910.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_540.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2178.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 765.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2185.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2407.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper144.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1284.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1542.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 83.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 927.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2474.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1755.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1349.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1675.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1316.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1939.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2045.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_229.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_40.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2465.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2333.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic64.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Glass/Glass_13.jpg,glass,glass,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_439.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 348.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1228.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_170.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal125.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1615.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard68.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 388.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 719.jpg,paper,paper,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Glass/Glass_210.jpg,glass,glass,known,true,Known 5-class label if present,known_train
trashnet,ml/data/raw/trashnet/glass/glass90.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1439.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_90.jpg,paper,paper,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_326.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_285.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_938.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 716.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1200.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1463.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal193.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2230.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2652.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 237.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_358.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_237.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2275.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2265.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2331.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2490.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1076.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_940.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_717.jpg,metal,metal,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2375.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass407.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1155.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper287.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_806.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_786.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass250.jpg,glass,glass,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal14.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1364.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1310.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1956.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1114.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2372.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Glass/Glass_277.jpg,glass,glass,known,true,Known 5-class label if present,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_694.jpg,metal,metal,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_480.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2231.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_38.jpg,paper,paper,known,true,Known 5-class label if present,known_train
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_168.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1129.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1463.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 341.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_326.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_97.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 2356.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 87.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal386.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_519.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 588.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1414.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 598.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2409.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_877.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1075.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 117.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 63.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 479.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1030.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2203.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1864.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 281.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 277.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1126.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 817.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_20.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1283.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_971.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1178.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1403.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_866.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_913.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2493.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_932.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1257.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/glass/glass301.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2181.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1776.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1796.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 513.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 182.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_523.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 470.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_625.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2306.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 667.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_160.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1444.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 171.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 36.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1111.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1496.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard99.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_444.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/plastic/plastic69.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_580.jpg,metal,metal,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/metal/metal 1406.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_162.jpg,paper,paper,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_63.jpg,paper,paper,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1166.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_322.jpg,metal,metal,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2255.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1150.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 930.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_649.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_985.jpg,paper,paper,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_328.jpg,metal,metal,known,true,Known 5-class label if present,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_616.jpg,metal,metal,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 658.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1060.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 2223.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1582.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_94.jpg,paper,paper,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 2498.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_207.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 972.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_25.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 126.jpg,metal,metal,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 1701.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_426.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 1757.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_577.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_1080.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/metal/metal_308.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1408.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 692.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1491.jpg,plastic,plastic,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_405.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/glass/glass 539.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2037.jpg,paper,paper,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Metal/Metal_203.jpg,metal,metal,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/plastic/plastic 476.jpg,plastic,plastic,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_781.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 636.jpg,metal,metal,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Cardboard/Cardboard_156.jpg,cardboard,cardboard,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1734.jpg,glass,glass,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1081.jpg,glass,glass,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Glass/Glass_135.jpg,glass,glass,known,true,Known 5-class label if present,known_train
realwaste,ml/data/raw/realwaste/Paper/Paper_495.jpg,paper,paper,known,true,Known 5-class label if present,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_1243.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/paper/paper_820.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1910.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_434.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
trashbox,ml/data/raw/trashbox/paper/paper 2036.jpg,paper,paper,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/cardboard/cardboard103.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/metal/metal 2097.jpg,metal,metal,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/plastic/plastic_1291.jpg,plastic,plastic,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/metal/metal296.jpg,metal,metal,known,true,Known 5-class label,known_train
trashnet,ml/data/raw/trashnet/paper/paper433.jpg,paper,paper,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/glass/glass 1191.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1234.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
realwaste,ml/data/raw/realwaste/Plastic/Plastic_314.jpg,plastic,plastic,known,true,Known 5-class label if present,known_train
trashnet,ml/data/raw/trashnet/paper/paper198.jpg,paper,paper,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/glass/glass_1190.jpg,glass,glass,known,true,Known 5-class label,known_train
trashbox,ml/data/raw/trashbox/cardboard/cardboard 1783.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
garbage_v2,ml/data/raw/garbage_v2/cardboard/cardboard_791.jpg,cardboard,cardboard,known,true,Known 5-class label,known_train
